qid,pos_tag_count
260,"Counter({'NN': 3, 'VB': 1, 'WRB': 1, '.': 1, 'VBP': 1, 'IN': 1})"
262,"Counter({'NN': 1, 'CC': 1, '.': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1, 'DT': 1})"
264,"Counter({'NN': 2, 'RBR': 1, '.': 1, 'WDT': 1, 'IN': 1, 'VBZ': 1})"
266,"Counter({'VB': 2, '.': 2, 'DT': 2, 'WRB': 1, 'NN': 1, 'PRP': 1})"
268,"Counter({'VB': 1, 'WRB': 1, 'VBN': 1, '.': 1, 'TO': 1, 'VBP': 1, 'RB': 1, 'NNS': 1})"
270,"Counter({'NN': 2, 'JJS': 1, '.': 1, 'WP': 1, 'VBZ': 1, 'DT': 1})"
272,"Counter({'NN': 1, '.': 1, 'VBP': 1, 'WP': 1, 'DT': 1, 'NNS': 1})"
274,"Counter({'VBZ': 2, 'VB': 1, 'RB': 1, 'NN': 1, 'CC': 1, '.': 1, 'PRP': 1, 'JJ': 1, 'IN': 1})"
276,"Counter({'IN': 2, 'NNS': 2, 'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1})"
278,"Counter({'NN': 6, 'IN': 4, 'VB': 3, 'RB': 3, 'MD': 2, 'PRP$': 2, 'CC': 2, 'VBP': 2, '.': 2, 'VBG': 1, 'JJ': 1, 'VBD': 1, 'RBR': 1, 'VBN': 1, 'CD': 1, 'WRB': 1, 'DT': 1, 'NNS': 1, ',': 1})"
280,"Counter({'NN': 2, '.': 1, 'JJ': 1, 'IN': 1})"
282,"Counter({'NN': 7, 'IN': 6, 'VBZ': 3, '.': 2, 'PRP': 2, 'DT': 2, 'NNS': 2, 'VB': 1, 'CC': 1, 'WP': 1, 'JJ': 1})"
284,"Counter({'VB': 2, 'WRB': 1, 'NN': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'DT': 1})"
286,"Counter({'NN': 2, 'DT': 2, 'VBG': 1, 'WP': 1, 'JJS': 1, '.': 1, 'IN': 1, 'VBZ': 1})"
288,"Counter({'NN': 2, 'JJ': 2, 'DT': 2, '.': 1, 'VBP': 1, 'VBZ': 1})"
290,"Counter({'NN': 2, 'JJ': 2, 'IN': 2, 'PRP$': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'DT': 1, 'NNS': 1})"
292,"Counter({'VB': 2, 'NNS': 2, 'RB': 1, 'NN': 1, 'CC': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'VBZ': 1})"
294,"Counter({'NN': 2, 'IN': 2, 'RB': 1, '.': 1, 'EX': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
296,"Counter({'IN': 4, 'NNS': 4, 'CD': 3, 'JJ': 2, 'MD': 1, 'VB': 1, 'WRB': 1, 'NN': 1, 'JJS': 1, 'VBN': 1, 'VBZ': 1, 'DT': 1, '.': 1})"
298,"Counter({'NN': 4, 'VB': 2, 'MD': 1, 'WRB': 1, 'CD': 1, 'TO': 1, 'PRP': 1, 'JJ': 1, 'IN': 1, 'DT': 1, '.': 1})"
300,"Counter({'NN': 4, 'VB': 2, 'IN': 2, 'MD': 1, 'CD': 1, '.': 1, 'NNS': 1})"
302,"Counter({'NN': 3, 'JJ': 2, 'IN': 2, 'DT': 2, 'RP': 1, 'WP': 1, 'VBN': 1, '.': 1, 'VBZ': 1})"
304,"Counter({'VB': 2, 'VBG': 1, 'NN': 1, '.': 1, 'PRP': 1, 'JJ': 1, 'IN': 1, 'WRB': 1})"
306,"Counter({'JJ': 3, 'NN': 2, 'IN': 2, 'VBZ': 2, 'DT': 2, 'VB': 1, 'WRB': 1, 'CD': 1, '.': 1, 'NNS': 1})"
308,"Counter({'WRB': 2, 'NN': 2, ',': 2, 'VB': 1, 'VBD': 1, 'CC': 1, 'IN': 1, '.': 1, 'PRP': 1, 'WP': 1, 'PRP$': 1})"
310,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'NN': 1, 'PRP$': 1, '.': 1})"
312,"Counter({'NN': 3, 'VB': 2, 'IN': 2, 'MD': 1, 'WRB': 1, 'VBD': 1, 'VBN': 1, '.': 1, 'PRP': 1, 'JJ': 1})"
314,"Counter({'VB': 3, 'NN': 3, 'PRP': 2, 'IN': 2, 'WRB': 1, 'CC': 1, '.': 1, 'RB': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
316,"Counter({'NN': 3, 'MD': 1, 'VB': 1, 'WP': 1, 'PRP$': 1, 'CD': 1, 'IN': 1, '.': 1})"
318,"Counter({'VB': 2, 'WRB': 1, 'NN': 1, '.': 1, 'TO': 1, 'VBZ': 1, 'DT': 1})"
320,"Counter({'NN': 2, 'PRP$': 1, 'WRB': 1, 'VBG': 1, 'IN': 1, 'VBZ': 1, 'DT': 1, '.': 1, 'NNS': 1})"
322,"Counter({'NN': 2, 'DT': 2, 'WP': 1, 'JJS': 1, '.': 1, 'IN': 1, 'VBZ': 1})"
324,"Counter({'NN': 8, 'VB': 4, 'IN': 4, 'VBG': 3, 'PRP$': 3, ',': 2, 'RB': 2, 'RP': 2, 'MD': 1, 'JJ': 1, 'VBD': 1, 'CC': 1, '.': 1, 'TO': 1, 'VBP': 1, 'DT': 1})"
326,"Counter({'VB': 1, 'NN': 1, 'WP': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
328,"Counter({'NN': 3, 'MD': 1, 'VB': 1, 'WRB': 1, '.': 1, 'IN': 1})"
330,"Counter({'NN': 4, 'VB': 3, 'PRP$': 2, 'TO': 2, 'MD': 1, 'WRB': 1, '.': 1, 'JJ': 1, 'IN': 1})"
332,"Counter({'NN': 1, 'JJS': 1, 'CD': 1, 'WDT': 1, 'IN': 1, 'VBZ': 1, 'DT': 1, '.': 1, 'NNS': 1})"
334,"Counter({'NN': 3, 'MD': 1, 'DT': 1, 'VB': 1, '.': 1})"
336,"Counter({'JJ': 2, 'NNP': 2, 'VB': 1, 'NN': 1, 'CC': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'VBZ': 1, ':': 1})"
338,"Counter({'NN': 2, 'WP': 1, 'JJS': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
340,"Counter({'NNS': 6, 'VBP': 4, 'JJ': 4, '.': 3, ',': 2, 'PRP$': 1, 'WRB': 1, 'RB': 1, 'NN': 1, 'FW': 1, 'CC': 1, 'VB': 1, 'VBN': 1, 'PRP': 1, 'IN': 1})"
342,"Counter({'NN': 4, 'IN': 3, 'JJ': 2, 'PRP$': 2, 'RB': 2, 'VBZ': 2, 'DT': 2, 'VB': 1, 'WRB': 1, 'VBD': 1, 'CC': 1, ',': 1, 'TO': 1, '.': 1})"
344,"Counter({'RB': 2, 'WRB': 1, 'NN': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'IN': 1, 'NNS': 1})"
346,"Counter({'VB': 2, 'NN': 2, 'MD': 1, 'WRB': 1, 'CC': 1, 'JJR': 1, '.': 1, 'IN': 1})"
348,"Counter({'NN': 5, ',': 3, '.': 2, 'JJ': 2, 'IN': 2, 'MD': 1, 'VB': 1, 'FW': 1, 'WP': 1, 'PRP': 1, 'NNS': 1})"
350,"Counter({'NN': 4, 'MD': 1, 'VB': 1, '.': 1, 'TO': 1, 'IN': 1})"
352,"Counter({'NN': 2, 'JJS': 1, '.': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1, 'DT': 1})"
354,"Counter({'NN': 2, 'IN': 2, 'VB': 1, 'WP': 1, ',': 1, '.': 1, 'TO': 1, 'PRP': 1, 'VBZ': 1})"
356,"Counter({'FW': 3, 'VB': 2, 'NN': 2, 'CC': 1, 'WP': 1, 'JJS': 1, ',': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'IN': 1, 'DT': 1})"
358,"Counter({'VB': 2, 'WRB': 1, 'NN': 1, '.': 1, 'TO': 1, 'VBP': 1, 'JJ': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
360,"Counter({'NNS': 2, 'VB': 1, ')': 1, '(': 1, '.': 1, 'VBP': 1, 'IN': 1})"
362,"Counter({'NN': 3, 'MD': 1, 'VB': 1, 'WRB': 1, 'VBN': 1, '.': 1})"
364,"Counter({'VB': 2, 'VBG': 1, 'NN': 1, 'VBN': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WRB': 1})"
366,"Counter({'VB': 5, 'JJ': 3, 'TO': 2, 'MD': 1, 'RB': 1, 'CC': 1, 'CD': 1, 'PRP': 1, 'DT': 1, '.': 1, 'NNS': 1})"
368,"Counter({'VB': 1, 'WRB': 1, 'NN': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'JJ': 1, 'DT': 1, 'NNS': 1})"
370,"Counter({'NN': 5, 'JJ': 3, '.': 2, 'IN': 2, 'MD': 1, 'PRP$': 1, 'WRB': 1, 'RB': 1, 'VB': 1, 'VBP': 1, 'PRP': 1, 'DT': 1})"
372,"Counter({'NN': 8, 'DT': 4, 'IN': 3, 'VBD': 2, 'CC': 2, 'WRB': 1, ',': 1, '.': 1, 'TO': 1, 'WDT': 1})"
374,"Counter({'NN': 5, 'IN': 2, 'DT': 2, 'VBG': 1, 'VBN': 1, '.': 1, 'JJ': 1, 'VBZ': 1})"
376,"Counter({'NN': 3, 'VBZ': 2, 'WP': 1, '.': 1, 'IN': 1, 'DT': 1})"
378,"Counter({'VB': 3, 'TO': 2, 'IN': 2, 'WRB': 1, 'JJ': 1, 'NN': 1, 'PRP$': 1, '.': 1, 'VBP': 1, 'RB': 1, 'NNS': 1})"
380,"Counter({'NN': 4, 'JJ': 3, 'CC': 2, ',': 2, 'DT': 2, 'VB': 1, 'VBD': 1, '.': 1, 'WP': 1})"
382,"Counter({'NN': 2, 'VB': 1, 'JJR': 1, '.': 1, 'TO': 1, 'WDT': 1, 'IN': 1, 'VBZ': 1})"
384,"Counter({'NN': 4, 'VB': 2, 'IN': 2, 'VBG': 1, 'WP': 1, '.': 1, 'VBP': 1, 'WRB': 1, 'DT': 1})"
386,"Counter({'NN': 3, 'WP': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
388,"Counter({'MD': 2, 'IN': 2, 'VB': 1, 'NN': 1, 'WP': 1, 'VBN': 1, '.': 1, 'VBZ': 1})"
390,"Counter({'VB': 2, 'NN': 2, '.': 2, 'DT': 2, 'NNS': 2, 'WRB': 1, 'FW': 1, 'PRP$': 1, 'VBP': 1, 'WDT': 1, 'IN': 1})"
392,"Counter({'NN': 2, 'IN': 2, 'VB': 1, 'WP': 1, '.': 1, 'TO': 1, 'PRP': 1, 'VBZ': 1, 'DT': 1})"
394,"Counter({'NNS': 2, 'VB': 1, 'VBP': 1, 'WRB': 1, '.': 1})"
396,"Counter({'MD': 1, 'VB': 1, 'NN': 1, '.': 1, 'VBP': 1, 'EX': 1, 'DT': 1, 'NNS': 1})"
398,"Counter({'JJ': 2, 'MD': 1, 'VB': 1, 'WRB': 1, 'NN': 1, '.': 1, 'IN': 1})"
400,"Counter({'NN': 5, 'IN': 3, 'CD': 2, 'JJ': 2, 'DT': 2, 'MD': 1, 'VB': 1, '$': 1, 'CC': 1, 'WP': 1, '.': 1, 'NNS': 1})"
402,"Counter({'NN': 2, 'DT': 2, 'VB': 1, 'JJS': 1, '.': 1, 'TO': 1, 'WP': 1, 'VBZ': 1})"
404,"Counter({'VB': 5, 'NN': 4, 'RB': 4, 'WRB': 2, 'JJ': 2, 'CC': 2, 'TO': 2, 'IN': 2, '.': 2, 'NNS': 2, ',': 1, 'CD': 1, 'PRP$': 1, 'VBP': 1, 'VBZ': 1})"
406,"Counter({'NN': 4, 'VB': 2, 'IN': 2, 'JJS': 2, '.': 2, 'VBZ': 2, 'DT': 2, 'MD': 1, 'VBG': 1, 'TO': 1, 'WDT': 1, 'PRP': 1, 'WP': 1, 'NNS': 1})"
408,"Counter({'VBP': 2, 'WDT': 2, 'NNS': 2, 'NN': 1, '.': 1, 'JJ': 1, 'DT': 1})"
410,"Counter({'NN': 8, 'RB': 5, 'IN': 5, 'NNS': 4, '.': 3, 'DT': 3, 'WRB': 2, 'JJ': 2, 'VBP': 2, 'MD': 1, 'VB': 1, 'VBD': 1, 'CC': 1, '(': 1, ',': 1, ')': 1, 'PRP': 1, 'VBZ': 1})"
412,"Counter({'NN': 4, 'IN': 3, 'VBZ': 2, 'DT': 2, 'VB': 1, 'CC': 1, 'PDT': 1, ',': 1, '.': 1, 'RB': 1, 'NNS': 1})"
414,"Counter({'NN': 1, 'WP': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1})"
416,"Counter({'NN': 3, 'JJS': 1, '.': 1, 'WDT': 1, 'IN': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
418,"Counter({'JJ': 4, 'IN': 4, 'NN': 3, 'VB': 2, 'VBG': 2, 'VBP': 2, 'NNS': 2, 'RB': 1, 'CC': 1, ',': 1, 'JJR': 1, 'WRB': 1, '.': 1})"
420,"Counter({'VBZ': 1, 'WRB': 1, 'JJ': 1, 'NN': 1, '.': 1})"
422,"Counter({'NN': 3, 'MD': 2, 'VB': 2, 'JJ': 2, 'RB': 2, 'IN': 2, 'WRB': 1, 'PRP$': 1, 'VBN': 1, 'DT': 1, '.': 1})"
424,"Counter({'NN': 3, 'WRB': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'DT': 1, 'NNS': 1})"
426,"Counter({'VB': 1, 'VBG': 1, 'NN': 1, 'CC': 1, 'CD': 1, 'JJ': 1, 'IN': 1, '.': 1})"
428,"Counter({'NN': 2, 'IN': 2, 'DT': 2, 'VBG': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'NNS': 1})"
430,"Counter({'VB': 1, 'WRB': 1, 'NN': 1, 'VBG': 1, 'VBZ': 1, '.': 1})"
432,"Counter({'NN': 2, 'IN': 2, 'VBD': 1, '.': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
434,"Counter({'NN': 3, 'DT': 2, 'VB': 1, 'CD': 1, 'TO': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1, '.': 1})"
436,"Counter({'NN': 1, '.': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1, 'NNS': 1})"
438,"Counter({'NN': 6, 'IN': 4, 'DT': 4, 'CC': 3, 'NNS': 3, 'VB': 2, 'JJ': 2, 'RB': 2, 'MD': 1, 'VBG': 1, '.': 1, 'TO': 1, 'RP': 1})"
440,"Counter({'VB': 3, 'NN': 2, 'MD': 1, 'WRB': 1, 'VBN': 1, '.': 1, 'TO': 1})"
442,"Counter({'MD': 1, 'VB': 1, 'NN': 1, '.': 1, 'JJ': 1, 'IN': 1, 'NNS': 1})"
444,"Counter({'NN': 2, 'IN': 2, 'DT': 1, '.': 1})"
446,"Counter({'NN': 2, 'MD': 1, 'VB': 1, 'WRB': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'IN': 1, 'DT': 1})"
448,"Counter({'NN': 4, 'CC': 1, 'JJS': 1, 'VBN': 1, '.': 1, 'WP': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
450,"Counter({'NN': 3, 'DT': 2, 'MD': 1, 'WRB': 1, 'CD': 1, 'VBP': 1, 'JJ': 1, '.': 1})"
452,"Counter({'VB': 3, 'NN': 3, 'DT': 3, 'TO': 2, 'PDT': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'IN': 1, 'NNS': 1})"
454,"Counter({'NN': 3, 'VB': 2, 'JJ': 2, 'VBG': 2, 'WRB': 1, 'CC': 1, '.': 1, 'VBP': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
456,"Counter({'NN': 2, 'JJ': 2, 'VBZ': 1, '.': 1})"
458,"Counter({'NN': 5, 'DT': 3, 'VB': 2, '.': 2, 'VBP': 2, 'PRP': 2, 'IN': 2, 'MD': 1, 'VBG': 1, 'VBD': 1, 'CC': 1, 'VBN': 1, 'JJ': 1, 'NNS': 1})"
460,"Counter({'VB': 2, 'NN': 2, 'DT': 2, 'MD': 1, 'JJR': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WP': 1})"
462,"Counter({'NN': 3, ')': 1, '(': 1, 'IN': 1, 'JJS': 1, '.': 1, 'WP': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
464,"Counter({'VB': 2, 'JJ': 2, 'IN': 2, 'MD': 1, 'WRB': 1, 'RB': 1, 'NN': 1, 'CD': 1, 'VBP': 1, '.': 1, 'NNS': 1})"
466,"Counter({'NN': 3, 'DT': 3, 'WRB': 2, 'VBP': 2, 'IN': 2, 'VBZ': 2, 'NNS': 2, 'VB': 1, 'CC': 1, ',': 1, '.': 1, 'TO': 1, 'JJ': 1})"
468,"Counter({'NN': 5, 'VB': 2, 'MD': 1, 'WRB': 1, '.': 1, 'TO': 1, 'IN': 1, 'DT': 1})"
470,"Counter({'RB': 3, 'VB': 2, 'TO': 2, 'PRP': 2, 'NNS': 2, 'RP': 1, 'JJ': 1, 'NN': 1, 'PRP$': 1, 'VBN': 1, 'VBP': 1, 'IN': 1, 'DT': 1, '.': 1})"
472,"Counter({'IN': 3, 'VBP': 2, 'PRP': 2, 'NNS': 2, 'VB': 1, 'WRB': 1, 'NN': 1, 'CC': 1, 'WP': 1, 'POS': 1, '.': 1})"
474,"Counter({'NN': 2, 'JJ': 2, 'PRP$': 1, 'WRB': 1, 'RB': 1, 'VB': 1, '.': 1, 'VBP': 1})"
476,"Counter({'NN': 2, 'VB': 1, 'JJS': 1, '.': 1, 'TO': 1, 'IN': 1, 'DT': 1})"
478,"Counter({'NN': 6, 'JJS': 1, '.': 1, 'WDT': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
480,"Counter({'NN': 8, 'IN': 3, 'JJ': 3, '.': 2, 'WP': 2, 'DT': 2, 'VB': 1, 'TO': 1, 'VBP': 1, 'VBZ': 1, 'NNS': 1})"
482,"Counter({'NN': 2, 'DT': 2, 'WP': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1})"
484,"Counter({'CD': 11, ',': 7, 'JJ': 3, 'IN': 3, 'WRB': 2, 'CC': 2, '.': 2, 'MD': 1, 'VB': 1, 'VBN': 1, 'VBP': 1, 'PRP': 1, 'VBG': 1, 'NNS': 1})"
486,"Counter({'NN': 4, 'IN': 2, 'DT': 2, 'VB': 1, 'WRB': 1, 'CC': 1, 'PDT': 1, ',': 1, 'JJR': 1, 'VBP': 1, '.': 1})"
488,"Counter({'JJ': 2, 'NNS': 2, 'PRP$': 1, 'VBG': 1, 'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'IN': 1})"
490,"Counter({'NN': 5, 'VBZ': 3, 'JJ': 2, 'VBN': 2, 'IN': 2, 'DT': 2, 'MD': 1, 'VB': 1, 'VBG': 1, ')': 1, '(': 1, ',': 1, 'WDT': 1, 'RB': 1, '.': 1})"
492,"Counter({'VB': 2, 'DT': 2, 'NN': 1, 'CC': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'NNS': 1})"
494,"Counter({'MD': 1, 'VB': 1, '.': 1, 'NN': 1, 'WP': 1})"
496,"Counter({'NN': 4, 'DT': 3, 'JJ': 2, 'MD': 1, 'WRB': 1, 'RB': 1, '(': 1, '.': 1, 'NNP': 1})"
498,"Counter({'NN': 2, 'CD': 2, 'MD': 1, 'VB': 1, 'WRB': 1, 'JJS': 1, 'JJ': 1, 'IN': 1, 'DT': 1, '.': 1, 'NNS': 1})"
500,"Counter({'RB': 2, 'JJ': 2, 'MD': 1, 'VB': 1, 'WRB': 1, 'NN': 1, 'CC': 1, '.': 1, 'PRP': 1, 'WP': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
502,"Counter({'NN': 4, 'VB': 3, 'PRP$': 3, 'MD': 1, 'WRB': 1, ',': 1, 'TO': 1, 'VBP': 1, 'RB': 1, '.': 1, 'NNS': 1})"
504,"Counter({'VB': 2, 'JJ': 2, 'MD': 1, 'WRB': 1, 'RB': 1, 'NN': 1, 'CC': 1, 'PRP$': 1, '.': 1})"
506,"Counter({'NN': 3, 'JJ': 2, 'VB': 1, 'VBG': 1, 'RP': 1, 'CD': 1, 'TO': 1, 'PRP': 1, 'IN': 1, 'VBZ': 1, 'DT': 1, '.': 1})"
508,"Counter({'DT': 2, 'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'NNS': 1})"
510,"Counter({'NN': 3, 'DT': 3, 'CC': 1, 'WP': 1, '.': 1, 'RB': 1, 'IN': 1, 'VBZ': 1})"
512,"Counter({'JJ': 3, 'NN': 2, 'IN': 2, 'MD': 1, 'VB': 1, 'CD': 1, '.': 1})"
514,"Counter({'VB': 2, 'NN': 2, 'JJ': 2, 'WRB': 1, '.': 1, 'VBP': 1})"
516,"Counter({'NN': 2, 'IN': 2, 'DT': 2, 'VBG': 1, 'JJS': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'NNS': 1})"
518,"Counter({'NN': 2, 'WRB': 1, 'JJS': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
520,"Counter({'NN': 3, ""''"": 2, 'MD': 1, 'VB': 1, 'VBG': 1, '.': 1, 'PRP': 1, 'DT': 1})"
522,"Counter({'NNS': 3, 'NN': 2, 'DT': 2, 'CC': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1})"
524,"Counter({'VB': 2, 'WRB': 1, 'NN': 1, 'PRP$': 1, '.': 1, 'VBP': 1})"
526,"Counter({'NN': 2, 'JJ': 2, 'PRP$': 1, 'WP': 1, 'CD': 1, 'IN': 1, 'VBZ': 1, '.': 1})"
528,"Counter({'VB': 2, 'WRB': 1, 'RB': 1, '.': 1, 'PRP': 1, 'JJ': 1, 'NNS': 1})"
529,"Counter({'VB': 2, 'NNS': 2, '.': 1, 'IN': 1})"
531,"Counter({'VB': 2, 'NN': 2, 'IN': 2, 'NNS': 2, 'MD': 1, 'CD': 1, 'TO': 1, 'JJ': 1, 'WP': 1, '.': 1})"
533,"Counter({'NNS': 4, 'IN': 3, 'VB': 2, '.': 2, 'VBP': 2, 'WRB': 1, 'NN': 1, 'JJR': 1, 'CD': 1, 'PRP': 1, 'RB': 1, 'RP': 1, 'DT': 1, ':': 1})"
535,"Counter({'NN': 4, 'VB': 2, 'JJ': 2, 'WRB': 1, '.': 1, 'TO': 1, 'PRP': 1, 'IN': 1, 'VBZ': 1})"
537,"Counter({'JJ': 4, 'VB': 2, 'NN': 2, 'MD': 1, 'WRB': 1, 'PRP$': 1, 'RBR': 1, 'VBP': 1, 'VBN': 1, 'IN': 1, 'DT': 1, '.': 1, ',': 1})"
539,"Counter({'VB': 2, 'IN': 2, 'MD': 1, 'NN': 1, ',': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'WP': 1, 'NNS': 1})"
541,"Counter({'VB': 2, 'NNS': 2, 'MD': 1, 'WRB': 1, 'NN': 1, '.': 1, 'JJ': 1, 'IN': 1})"
543,"Counter({'NN': 3, 'VBZ': 2, 'IN': 1, '.': 1, 'WP': 1})"
545,"Counter({'NN': 3, '.': 3, 'VB': 2, 'PRP$': 2, 'IN': 2, ',': 2, 'MD': 1, 'WRB': 1, 'RB': 1, 'CC': 1, 'VBN': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1, 'CD': 1})"
547,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, '.': 1, 'VBP': 1, 'IN': 1})"
549,"Counter({'VB': 2, 'TO': 2, 'NNS': 2, 'WRB': 1, 'NN': 1, 'PRP$': 1, '.': 1, 'PRP': 1, 'IN': 1, 'VBZ': 1})"
551,"Counter({'NNS': 2, 'NN': 1, 'JJS': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'DT': 1})"
553,"Counter({'NN': 4, 'IN': 2, 'JJ': 2, 'DT': 2, 'MD': 1, 'VB': 1, 'JJS': 1, ',': 1, '.': 1, 'WP': 1, 'VBZ': 1, 'PRP$': 1})"
555,"Counter({'NNS': 1, 'VB': 1, 'WRB': 1, 'JJ': 1, '.': 1})"
557,"Counter({'WRB': 1, 'NN': 1, 'VBN': 1, '.': 1, 'VBP': 1, 'NNS': 1})"
559,"Counter({'NN': 2, 'VB': 1, 'WP': 1, '.': 1, 'IN': 1, 'VBZ': 1})"
561,"Counter({'NN': 3, 'VBD': 3, 'IN': 3, 'VBN': 2, '.': 2, 'RB': 1, 'WP': 1, ',': 1, 'PRP': 1, 'JJ': 1, 'DT': 1, 'NNS': 1})"
563,"Counter({'VBZ': 3, 'WRB': 2, 'NN': 2, 'PRP': 2, 'IN': 2, 'DT': 2, 'VB': 1, 'RB': 1, ',': 1, '.': 1, 'JJ': 1})"
565,"Counter({'VB': 3, 'NN': 3, 'VBD': 2, 'PRP': 2, 'RB': 2, 'IN': 2, 'WRB': 1, 'JJ': 1, 'CC': 1, '.': 1, 'VBP': 1, 'RP': 1, 'NNS': 1})"
567,"Counter({'NN': 2, 'VB': 1, 'VBG': 1, 'JJR': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
569,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, '.': 1, 'TO': 1, 'VBP': 1})"
571,"Counter({'NN': 2, 'MD': 1, 'VB': 1, 'WRB': 1, 'RB': 1, '.': 1, 'JJ': 1, 'IN': 1, 'NNS': 1})"
573,"Counter({'JJ': 3, 'WRB': 1, 'NN': 1, 'VBD': 1, '.': 1, 'DT': 1})"
575,"Counter({'NN': 3, 'IN': 2, 'MD': 1, 'VB': 1, 'CC': 1, 'WP': 1, '.': 1, 'VBZ': 1, 'DT': 1})"
577,"Counter({'MD': 1, 'VB': 1, 'WRB': 1, 'NN': 1, 'PRP$': 1, '.': 1, 'PRP': 1, 'IN': 1, 'VBG': 1})"
579,"Counter({'NN': 4, 'VB': 2, 'DT': 2, '.': 2, 'WRB': 1, 'MD': 1, 'VBG': 1, 'IN': 1, 'VBN': 1, 'CD': 1, 'TO': 1, 'VBP': 1, 'PRP': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1})"
581,"Counter({'IN': 3, 'NNS': 2, 'VBG': 1, 'NN': 1, 'CC': 1, 'RBS': 1, 'RP': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1, 'CD': 1})"
583,"Counter({'NN': 3, 'DT': 3, 'VBZ': 2, 'CC': 1, '.': 1, 'TO': 1, 'EX': 1, 'JJ': 1})"
585,"Counter({'VBZ': 1, '.': 1, 'VBN': 1, 'WP': 1})"
587,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'NN': 1, '.': 1, 'JJ': 1})"
589,"Counter({'NN': 3, '.': 2, 'VBP': 2, 'VB': 1, 'CC': 1, 'WP': 1, 'PRP$': 1, 'PRP': 1, 'IN': 1, 'NNS': 1})"
591,"Counter({'NN': 4, 'DT': 4, 'IN': 3, 'CD': 2, 'MD': 1, 'VB': 1, 'CC': 1, 'WP': 1, '.': 1, 'NNS': 1})"
593,"Counter({'NN': 3, 'CC': 2, 'JJ': 2, 'VB': 1, 'WRB': 1, '.': 1})"
595,"Counter({'NNS': 5, 'NN': 2, 'JJ': 2, 'WRB': 1, 'RB': 1, 'VBD': 1, 'CC': 1, '.': 1, 'VBP': 1, 'IN': 1, 'NNP': 1})"
597,"Counter({'NN': 5, 'NNS': 2, 'MD': 1, 'VB': 1, 'WP': 1, '.': 1, 'IN': 1})"
599,"Counter({'NN': 2, '.': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'DT': 1})"
